LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Vancouver,2017,4,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,78.89,2034.71
Prince Rupert,2017,4,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,124.68,7515.62
Central Coast,2017,4,Area 6,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,31.17,940.39
Central Coast,2017,4,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,31.17,940.39
Central Coast,2017,4,Area 9,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,31.17,940.39
Haida Gwaii,2017,5,Area 1,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,168.65,6772.44
Haida Gwaii,2017,5,Area 1,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,24.17,560.2
Haida Gwaii,2017,5,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,993.41,71075.66
Haida Gwaii,2017,5,Area 1,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,888.39,226104.79
Haida Gwaii,2017,5,Area 1,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,182.68,9034.23
Port Hardy,2017,5,Area 11,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Port Hardy,2017,5,Area 11,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,207.11,41030.05
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,99.7,6233.56
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,132.49,3825.64
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,138.04,13392.34
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,299.83,21072.8
Port Hardy,2017,5,Area 12,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Port Renfrew,2017,5,Area 121,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,48.35,2240.82
Barkley,2017,5,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,261.92,16556
Barkley,2017,5,Area 123,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,145.4,10790.65
Barkley,2017,5,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,40.79,804.98
Barkley,2017,5,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,23.01,506.54
Barkley,2017,5,Area 123,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,226.36,12155.01
Barkley,2017,5,Area 123,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,277.12,28437.99
Tofino,2017,5,Area 124,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,105.48,3806.11
Tofino,2017,5,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,47,1049.55
Tofino,2017,5,Area 124,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,23.45,526.45
Tahsis/Nootka,2017,5,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,101.49,5465.56
Tahsis/Nootka,2017,5,Area 125,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,48.35,2240.82
Kyuquot,2017,5,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,24.17,560.2
Campbell River,2017,5,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,465.57,49110.53
Campbell River,2017,5,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,234.13,18386.41
Campbell River,2017,5,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1353.49,126315.78
Campbell River,2017,5,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,903.02,108816.54
Campbell River,2017,5,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,871.72,116986.45
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,521.93,21277.4
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,573.05,71050.73
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2507.65,197890.26
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,835.94,66629.64
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1987.96,275018.97
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,632.01,37682.11
Campbell River,2017,5,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,438.86,30631.69
Campbell River,2017,5,Area 14,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Campbell River,2017,5,Area 14,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,46.02,2026.18
Haida Gwaii,2017,5,Area 142,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,46.9,2105.81
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,61.84,1960.51
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,22.45,481.55
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,438.15,18610.63
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,107.3,2948.6
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,368.54,23376.79
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,69.04,2531.28
Sunshine Coast,2017,5,Area 15,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,91.49,5040.45
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,124.81,4249.35
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,23.01,506.54
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,230.93,8292.64
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,23.01,506.54
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,207.11,14671.04
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,122.71,7753.2
Sunshine Coast,2017,5,Area 16,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,76.68,5727.02
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,660.76,26365.57
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,93.02,3127.37
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1756.09,77934.82
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,865.32,86159.87
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2883.26,421030.19
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,229.56,8055.93
Nanaimo,2017,5,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,155.5,6356.2
Nanaimo,2017,5,Area 18,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,174.04,4367.9
Nanaimo,2017,5,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,92.05,3035.66
Nanaimo,2017,5,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,195.69,6694.76
Nanaimo,2017,5,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,136.95,10030.91
Nanaimo,2017,5,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,155.5,18521.9
Victoria,2017,5,Area 19 (GS),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,35.13,1163.52
Victoria,2017,5,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,93.02,3127.37
Victoria,2017,5,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,64.56,2405.88
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,797.21,43760.49
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,488.07,98134.21
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,354.4,9282.71
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,115.55,8633.45
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,429.55,46442.1
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,23.45,526.45
Victoria,2017,5,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,76.68,5727.02
Victoria,2017,5,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,264.04,8642.56
Victoria,2017,5,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,248.23,22454.13
Victoria,2017,5,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,153.98,7503.63
Victoria,2017,5,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,138.75,5391.56
Victoria,2017,5,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,668.03,136439.43
Victoria,2017,5,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,17.43,286.32
Port Renfrew,2017,5,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,38.34,1431.76
Port Renfrew,2017,5,Area 21,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,115.03,12885.8
Port Alberni,2017,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,76.68,5727.02
Port Alberni,2017,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,310.2,15228.55
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,225.48,10772.86
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,444.57,29096.47
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,207.52,9809.84
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,524.27,131234.83
Barkley,2017,5,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,46.02,2026.18
Tofino,2017,5,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,23.45,526.45
Tofino,2017,5,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,139.05,10219.7
Tofino,2017,5,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,46.02,2026.18
Tofino,2017,5,Area 24,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,23.5,528.75
Tahsis/Nootka,2017,5,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,46.02,2026.18
Tahsis/Nootka,2017,5,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,191.07,22193.53
Tahsis/Nootka,2017,5,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,69.04,4558.89
Tahsis/Nootka,2017,5,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,48.35,2240.82
Kyuquot,2017,5,Area 26,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,16.81,265.69
Kyuquot,2017,5,Area 26,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,38.34,1431.76
Kyuquot,2017,5,Area 26,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,24.17,560.2
Winter Harbour,2017,5,Area 27,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,47,2115
Winter Harbour,2017,5,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,46.02,1012.37
Winter Harbour,2017,5,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,69.04,4558.89
Winter Harbour,2017,5,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,69.04,4558.89
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,242.94,8766.92
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,115.55,4578.22
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,461.12,34430.95
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,46.02,1012.37
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1059.53,386664.65
Vancouver,2017,5,Area 28,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,232.56,19799.5
Lower Fraser River,2017,5,Area 29 (In River),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,23.45,526.45
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,851.66,69812.19
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1846.06,1513822.48
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1603.19,84987.4
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,855.99,70802.19
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2368.02,330933.34
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,253.1,11805.32
Vancouver,2017,5,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,295.99,31228.99
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,35.13,1163.52
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,52.69,2617.91
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,81.15,3189.69
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,104.16,5722.41
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,17.56,290.88
Haida Gwaii,2017,5,Area 2E,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,33.62,1062.76
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,159.62,8531.97
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,641.01,213442.19
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,977.36,93627.16
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2434.98,2046229.23
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,48.35,2240.82
Haida Gwaii,2017,5,Area 2W,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,435.13,144023.4
Prince Rupert,2017,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,485.74,33971.01
Prince Rupert,2017,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,170.18,23173.77
Prince Rupert,2017,5,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,23.01,506.54
Prince Rupert,2017,5,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,186.98,23970.85
Prince Rupert,2017,5,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,87.14,3716.34
Prince Rupert,2017,5,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,370.96,22457.74
Prince Rupert,2017,5,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,388.74,75442.24
Prince Rupert,2017,5,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,127.58,6225.17
Prince Rupert,2017,5,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,46.02,2026.18
Central Coast,2017,5,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,146.4,10308.11
Central Coast,2017,5,Area 6,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,104.57,10307.46
Central Coast,2017,5,Area 6,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,23.01,506.54
Central Coast,2017,5,Area 7,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,55.33,1551.36
Central Coast,2017,5,Area 7,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,81.15,3189.69
Central Coast,2017,5,Area 7,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,86.42,3577.54
Central Coast,2017,5,Area 7,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,92.05,8104.7
Central Coast,2017,5,Area 7,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,70.25,4654.06
Haida Gwaii,2017,6,Area 1,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,555.82,39350.58
Haida Gwaii,2017,6,Area 1,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,547.39,97425.64
Haida Gwaii,2017,6,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5962.71,570942.47
